DIAGNOSTIC,PS32K,CACHESIZE,HAVE_STATISTICS,PS16K,HAVE_REPLICATION,PS8K,HAVE_CRYPTO,HAVE_SEQUENCE,CS16MB,PS1K,HAVE_VERIFY,CS32MB,HAVE_HASH,CS64MB,PAGESIZE,CS512MB,PS4K,PERFORMANCE
1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,2.086880538
1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,38.88058937
1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,38.90115513
1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,38.88348132
1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,38.92318448
1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,5.864361538
1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,5.864264079
1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,5.868935947
1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,5.852680263
1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,10.93051562
1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,10.91147454
1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,10.91584941
1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,10.939225
0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,21.27061805
0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,21.31777859
0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,21.28854716
0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,21.31241385
0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,2.040347615
0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,2.032486077
0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,2.031462154
0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,2.036714789
0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,39.06863495
0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,39.05246067
0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,39.03837621
0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,39.06390947
0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,5.838697553
0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,5.840395564
0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,5.829585846
0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,5.830298632
0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,10.94762564
0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,10.92263558
0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,10.92490839
0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,10.92940353
1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,21.24579248
1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,21.26535206
1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,21.23427445
1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,21.22299632
1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,2.085281026
1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,2.087441897
1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,2.085647769
1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,2.086758789
1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,38.78899276
1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,38.82120441
1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,38.89173461
1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,38.86307287
1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,5.871912744
1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,5.860162641
1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,5.871121564
1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,5.859309103
1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,10.93799605
1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,10.93680792
1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,10.92837103
1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,10.94561263
1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,21.24882514
1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,21.232472
1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,21.26929264
1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,21.2309177
1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,2.066768769
1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,2.060584103
1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,2.056878231
1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,2.060812128
1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,38.86311151
1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,38.92646592
1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,38.8176345
1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,38.82332134
1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,5.845024462
1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,5.844916949
1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,5.843293974
1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,5.837750795
1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,10.90606135
1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,10.90887168
1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,10.9039715
1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,10.93825216
1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,21.17459328
1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,21.21414316
1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,21.18787376
1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,21.1979781
1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,2.071991825
1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,2.077240359
1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,2.074619795
1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,2.074447231
1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,38.82412646
1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,38.87152033
1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,38.88108758
1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,38.80241076
1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,5.858586436
1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,5.845517128
1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,5.861198538
1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,5.846551821
1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,10.91686424
1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,10.93052184
1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,10.90747739
1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,10.92846305
0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,21.29318582
0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,21.28539884
0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,21.30093036
0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,21.24742033
0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,2.040736308
0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,2.041645103
0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,2.045473868
0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,2.036984692
0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,39.02180403
0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,39.04240666
0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,38.98538956
0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,39.02612326
0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,5.845317385
0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,5.832148564
0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,5.849394103
0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,5.831985692
0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,10.93631076
0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,10.91842049
0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,10.911433
0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,10.92018342
0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,21.26290716
0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,21.28605072
0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,21.28950742
0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,21.29197168
0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,2.035964333
0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,2.03072559
0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,2.020408436
0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,2.025112872
0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,38.94328533
0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,38.99773018
0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,39.03337078
0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,39.00089546
0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,5.817292846
0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,5.816970949
0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,5.829887921
0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,5.830930154
0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,10.93897147
0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,10.91825516
0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,10.91780143
0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,10.91888644
1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,21.17660667
1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,21.20335029
1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,21.21469151
1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,21.17483426
1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,2.072572026
1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,2.072255462
1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,2.071292333
1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,2.075117154
1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,38.86321387
1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,38.86983458
1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,38.81760361
1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,38.85274731
1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,5.848390216
1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,5.840267211
1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,5.861336231
1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,5.846541
1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,10.92420889
1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,10.9246781
1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,10.89037103
1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,10.89181905
0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,21.23893397
0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,21.24276103
0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,21.27836705
0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,21.25768974
0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,2.040718179
0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,2.037751838
